Bookmaker,Player,Stat Type,Over/Under,Odds,Line
draftkings,Aaron Nesmith,Points,Over,-118,11.5
draftkings,Aaron Nesmith,Points,Under,-102,11.5
draftkings,Alec Burks,Points,Over,105,10.5
draftkings,Alec Burks,Points,Under,-125,10.5
draftkings,Andrew Nembhard,Points,Over,-102,9.5
draftkings,Andrew Nembhard,Points,Under,-118,9.5
draftkings,Ben Sheppard,Points,Over,105,6.5
draftkings,Ben Sheppard,Points,Under,-125,6.5
draftkings,Donte DiVincenzo,Points,Over,-110,18.5
draftkings,Donte DiVincenzo,Points,Under,-110,18.5
draftkings,Isaiah Hartenstein,Points,Over,-105,11.5
draftkings,Isaiah Hartenstein,Points,Under,-115,11.5
draftkings,Isaiah Jackson,Points,Over,124,2.5
draftkings,Isaiah Jackson,Points,Under,-148,2.5
draftkings,Jalen Brunson,Points,Over,-115,34.5
draftkings,Jalen Brunson,Points,Under,-105,34.5
draftkings,Miles McBride,Points,Over,-120,16.5
draftkings,Miles McBride,Points,Under,100,16.5
draftkings,Myles Turner,Points,Over,-110,17.5
draftkings,Myles Turner,Points,Under,-110,17.5
draftkings,Obi Toppin,Points,Over,-125,9.5
draftkings,Obi Toppin,Points,Under,105,9.5
draftkings,Pascal Siakam,Points,Over,102,20.5
draftkings,Pascal Siakam,Points,Under,-122,20.5
draftkings,Precious Achiuwa,Points,Over,-135,3.5
draftkings,Precious Achiuwa,Points,Under,114,3.5
draftkings,T.J. McConnell,Points,Over,-125,11.5
draftkings,T.J. McConnell,Points,Under,105,11.5
draftkings,Tyrese Haliburton,Points,Over,-105,18.5
draftkings,Tyrese Haliburton,Points,Under,-115,18.5
fanduel,Isaiah Hartenstein,Points,Over,-136,10.5
fanduel,Isaiah Hartenstein,Points,Under,106,10.5
fanduel,Andrew Nembhard,Points,Over,-136,8.5
fanduel,Andrew Nembhard,Points,Under,106,8.5
fanduel,Ben Sheppard,Points,Over,-111,6.5
fanduel,Ben Sheppard,Points,Under,-115,6.5
fanduel,Donte DiVincenzo,Points,Over,-108,18.5
fanduel,Donte DiVincenzo,Points,Under,-118,18.5
fanduel,Tyrese Haliburton,Points,Over,-111,18.5
fanduel,Tyrese Haliburton,Points,Under,-115,18.5
fanduel,Miles McBride,Points,Over,-128,16.5
fanduel,Miles McBride,Points,Under,100,16.5
fanduel,Alec Burks,Points,Over,-128,9.5
fanduel,Alec Burks,Points,Under,100,9.5
fanduel,Obi Toppin,Points,Over,-118,9.5
fanduel,Obi Toppin,Points,Under,-108,9.5
fanduel,T.J. McConnell,Points,Over,-113,11.5
fanduel,T.J. McConnell,Points,Under,-113,11.5
fanduel,Jalen Brunson,Points,Over,-118,34.5
fanduel,Jalen Brunson,Points,Under,-108,34.5
fanduel,Precious Achiuwa,Points,Over,-108,3.5
fanduel,Precious Achiuwa,Points,Under,-118,3.5
fanduel,Pascal Siakam,Points,Over,-120,22.5
fanduel,Pascal Siakam,Points,Under,-106,22.5
fanduel,Aaron Nesmith,Points,Over,-106,11.5
fanduel,Aaron Nesmith,Points,Under,-120,11.5
fanduel,Myles Turner,Points,Over,-113,16.5
fanduel,Myles Turner,Points,Under,-113,16.5
betrivers,Isaiah Hartenstein,Points,Over,-148,10.5
betrivers,Isaiah Hartenstein,Points,Under,105,10.5
betrivers,Jalen Brunson,Points,Over,-124,34.5
betrivers,Jalen Brunson,Points,Under,-113,34.5
betrivers,Donte DiVincenzo,Points,Over,-124,17.5
betrivers,Donte DiVincenzo,Points,Under,-112,17.5
betrivers,Donte DiVincenzo,Points,Over,107,18.5
betrivers,Donte DiVincenzo,Points,Under,-150,18.5
betrivers,Jalen Brunson,Points,Over,102,35.5
betrivers,Jalen Brunson,Points,Under,-141,35.5
betrivers,Isaiah Hartenstein,Points,Over,-115,11.5
betrivers,Isaiah Hartenstein,Points,Under,-121,11.5
betrivers,Jalen Brunson,Points,Over,-157,33.5
betrivers,Jalen Brunson,Points,Under,112,33.5
betrivers,Tyrese Haliburton,Points,Over,-117,19.5
betrivers,Tyrese Haliburton,Points,Under,-120,19.5
betrivers,Myles Turner,Points,Over,-167,16.5
betrivers,Myles Turner,Points,Under,120,16.5
betrivers,Aaron Nesmith,Points,Over,-120,11.5
betrivers,Aaron Nesmith,Points,Under,-115,11.5
betrivers,Tyrese Haliburton,Points,Over,108,20.5
betrivers,Tyrese Haliburton,Points,Under,-150,20.5
betrivers,Pascal Siakam,Points,Over,-108,22.5
betrivers,Pascal Siakam,Points,Under,-129,22.5
betrivers,Myles Turner,Points,Over,-124,17.5
betrivers,Myles Turner,Points,Under,-113,17.5
betrivers,Myles Turner,Points,Over,110,18.5
betrivers,Myles Turner,Points,Under,-152,18.5
betrivers,Pascal Siakam,Points,Over,-139,21.5
betrivers,Pascal Siakam,Points,Under,100,21.5
betrivers,Pascal Siakam,Points,Over,120,23.5
betrivers,Pascal Siakam,Points,Under,-167,23.5
betrivers,Tyrese Haliburton,Points,Over,-148,18.5
betrivers,Tyrese Haliburton,Points,Under,106,18.5
betrivers,Aaron Nesmith,Points,Over,120,12.5
betrivers,Aaron Nesmith,Points,Under,-167,12.5
betrivers,Obi Toppin,Points,Over,100,10.5
betrivers,Obi Toppin,Points,Under,-137,10.5
betrivers,Obi Toppin,Points,Over,-148,9.5
betrivers,Obi Toppin,Points,Under,104,9.5
betrivers,T.J. McConnell,Points,Over,-105,12.5
betrivers,T.J. McConnell,Points,Under,-132,12.5
betrivers,T.J. McConnell,Points,Over,-157,11.5
betrivers,T.J. McConnell,Points,Under,112,11.5
betrivers,Miles McBride,Points,Over,-120,17.5
betrivers,Miles McBride,Points,Under,-117,17.5
betrivers,Miles McBride,Points,Over,116,18.5
betrivers,Miles McBride,Points,Under,-162,18.5
betrivers,Donte DiVincenzo,Points,Over,-162,16.5
betrivers,Donte DiVincenzo,Points,Under,117,16.5
betrivers,Josh Hart,Points,Over,-136,21.5
betrivers,Josh Hart,Points,Under,-103,21.5
betrivers,Josh Hart,Points,Over,104,22.5
betrivers,Josh Hart,Points,Under,-148,22.5
unibet_us,Isaiah Hartenstein,Points,Over,-165,10.5
unibet_us,Isaiah Hartenstein,Points,Under,115,10.5
unibet_us,Jalen Brunson,Points,Over,-162,31.5
unibet_us,Jalen Brunson,Points,Under,112,31.5
unibet_us,Donte DiVincenzo,Points,Over,-134,17.5
unibet_us,Donte DiVincenzo,Points,Under,-107,17.5
unibet_us,Donte DiVincenzo,Points,Over,-103,18.5
unibet_us,Donte DiVincenzo,Points,Under,-139,18.5
unibet_us,Isaiah Hartenstein,Points,Over,-129,11.5
unibet_us,Isaiah Hartenstein,Points,Under,-110,11.5
unibet_us,Jalen Brunson,Points,Over,-127,32.5
unibet_us,Jalen Brunson,Points,Under,-110,32.5
unibet_us,Jalen Brunson,Points,Over,-103,33.5
unibet_us,Jalen Brunson,Points,Under,-139,33.5
unibet_us,Tyrese Haliburton,Points,Over,-118,19.5
unibet_us,Tyrese Haliburton,Points,Under,-121,19.5
unibet_us,Myles Turner,Points,Over,-152,16.5
unibet_us,Myles Turner,Points,Under,106,16.5
unibet_us,Aaron Nesmith,Points,Over,-121,11.5
unibet_us,Aaron Nesmith,Points,Under,-118,11.5
unibet_us,Tyrese Haliburton,Points,Over,107,20.5
unibet_us,Tyrese Haliburton,Points,Under,-152,20.5
unibet_us,Pascal Siakam,Points,Over,110,22.5
unibet_us,Pascal Siakam,Points,Under,-157,22.5
unibet_us,Myles Turner,Points,Over,-112,17.5
unibet_us,Myles Turner,Points,Under,-129,17.5
unibet_us,Pascal Siakam,Points,Over,-120,21.5
unibet_us,Pascal Siakam,Points,Under,-120,21.5
unibet_us,Tyrese Haliburton,Points,Over,-150,18.5
unibet_us,Tyrese Haliburton,Points,Under,105,18.5
unibet_us,Aaron Nesmith,Points,Over,116,12.5
unibet_us,Aaron Nesmith,Points,Under,-167,12.5
unibet_us,Obi Toppin,Points,Over,-130,10.5
unibet_us,Obi Toppin,Points,Under,-109,10.5
unibet_us,Obi Toppin,Points,Over,114,11.5
unibet_us,Obi Toppin,Points,Under,-162,11.5
unibet_us,T.J. McConnell,Points,Over,-105,12.5
unibet_us,T.J. McConnell,Points,Under,-137,12.5
unibet_us,T.J. McConnell,Points,Over,-150,11.5
unibet_us,T.J. McConnell,Points,Under,106,11.5
unibet_us,Miles McBride,Points,Over,-139,17.5
unibet_us,Miles McBride,Points,Under,100,17.5
unibet_us,Miles McBride,Points,Over,-103,18.5
unibet_us,Miles McBride,Points,Under,-141,18.5
unibet_us,Donte DiVincenzo,Points,Over,-175,16.5
unibet_us,Donte DiVincenzo,Points,Under,120,16.5
unibet_us,Josh Hart,Points,Over,-129,22.5
unibet_us,Josh Hart,Points,Under,-110,22.5
unibet_us,Josh Hart,Points,Over,106,23.5
unibet_us,Josh Hart,Points,Under,-152,23.5
williamhill_us,Alec Burks,Points,Over,-107,13.5
williamhill_us,Alec Burks,Points,Under,-134,13.5
williamhill_us,Pascal Siakam,Points,Over,-130,22.5
williamhill_us,Pascal Siakam,Points,Under,-110,22.5
williamhill_us,Andrew Nembhard,Points,Over,-114,9.5
williamhill_us,Andrew Nembhard,Points,Under,-126,9.5
williamhill_us,Isaiah Hartenstein,Points,Over,-116,11.5
williamhill_us,Isaiah Hartenstein,Points,Under,-124,11.5
williamhill_us,Miles McBride,Points,Over,-138,16.5
williamhill_us,Miles McBride,Points,Under,-104,16.5
williamhill_us,Tyrese Haliburton,Points,Over,-118,18.5
williamhill_us,Tyrese Haliburton,Points,Under,-122,18.5
williamhill_us,Obi Toppin,Points,Over,-128,9.5
williamhill_us,Obi Toppin,Points,Under,-112,9.5
williamhill_us,T.J. McConnell,Points,Over,-132,11.5
williamhill_us,T.J. McConnell,Points,Under,-109,11.5
williamhill_us,Aaron Nesmith,Points,Over,-128,11.5
williamhill_us,Aaron Nesmith,Points,Under,-112,11.5
williamhill_us,Donte DiVincenzo,Points,Over,-128,18.5
williamhill_us,Donte DiVincenzo,Points,Under,-112,18.5
williamhill_us,Jalen Brunson,Points,Over,-124,34.5
williamhill_us,Jalen Brunson,Points,Under,-116,34.5
williamhill_us,Myles Turner,Points,Over,-114,17.5
williamhill_us,Myles Turner,Points,Under,-126,17.5
bovada,Aaron Nesmith,Points,Over,-115,11.5
bovada,Aaron Nesmith,Points,Under,-115,11.5
bovada,Alec Burks,Points,Over,-110,10.5
bovada,Alec Burks,Points,Under,-120,10.5
bovada,Andrew Nembhard,Points,Over,-115,9.5
bovada,Andrew Nembhard,Points,Under,-115,9.5
bovada,Ben Sheppard,Points,Over,110,6.5
bovada,Ben Sheppard,Points,Under,-145,6.5
bovada,Donte DiVincenzo,Points,Over,-115,18.5
bovada,Donte DiVincenzo,Points,Under,-115,18.5
bovada,Isaiah Hartenstein,Points,Over,-115,11.5
bovada,Isaiah Hartenstein,Points,Under,-115,11.5
bovada,Isaiah Jackson,Points,Over,110,2.5
bovada,Isaiah Jackson,Points,Under,-145,2.5
bovada,Miles McBride,Points,Over,-125,16.5
bovada,Miles McBride,Points,Under,-105,16.5
bovada,Myles Turner,Points,Over,-115,17.5
bovada,Myles Turner,Points,Under,-115,17.5
bovada,Obi Toppin,Points,Over,-130,9.5
bovada,Obi Toppin,Points,Under,100,9.5
bovada,Precious Achiuwa,Points,Over,-130,3.5
bovada,Precious Achiuwa,Points,Under,100,3.5
bovada,T.J. McConnell,Points,Over,-135,11.5
bovada,T.J. McConnell,Points,Under,105,11.5
bovada,Tyrese Haliburton,Points,Over,-115,18.5
bovada,Tyrese Haliburton,Points,Under,-115,18.5
draftkings,Aaron Nesmith,Rebounds,Over,-135,5.5
draftkings,Aaron Nesmith,Rebounds,Under,114,5.5
draftkings,Alec Burks,Rebounds,Over,130,3.5
draftkings,Alec Burks,Rebounds,Under,-155,3.5
draftkings,Andrew Nembhard,Rebounds,Over,-162,2.5
draftkings,Andrew Nembhard,Rebounds,Under,136,2.5
draftkings,Ben Sheppard,Rebounds,Over,-142,1.5
draftkings,Ben Sheppard,Rebounds,Under,120,1.5
draftkings,Donte DiVincenzo,Rebounds,Over,-120,5.5
draftkings,Donte DiVincenzo,Rebounds,Under,100,5.5
draftkings,Isaiah Hartenstein,Rebounds,Over,-120,12.5
draftkings,Isaiah Hartenstein,Rebounds,Under,100,12.5
draftkings,Isaiah Jackson,Rebounds,Over,-125,1.5
draftkings,Isaiah Jackson,Rebounds,Under,105,1.5
draftkings,Jalen Brunson,Rebounds,Over,-142,2.5
draftkings,Jalen Brunson,Rebounds,Under,120,2.5
draftkings,Miles McBride,Rebounds,Over,-148,2.5
draftkings,Miles McBride,Rebounds,Under,124,2.5
draftkings,Myles Turner,Rebounds,Over,-142,5.5
draftkings,Myles Turner,Rebounds,Under,120,5.5
draftkings,Obi Toppin,Rebounds,Over,105,2.5
draftkings,Obi Toppin,Rebounds,Under,-125,2.5
draftkings,Pascal Siakam,Rebounds,Over,124,8.5
draftkings,Pascal Siakam,Rebounds,Under,-148,8.5
draftkings,Precious Achiuwa,Rebounds,Over,-148,3.5
draftkings,Precious Achiuwa,Rebounds,Under,124,3.5
draftkings,T.J. McConnell,Rebounds,Over,145,2.5
draftkings,T.J. McConnell,Rebounds,Under,-175,2.5
draftkings,Tyrese Haliburton,Rebounds,Over,114,3.5
draftkings,Tyrese Haliburton,Rebounds,Under,-135,3.5
fanduel,Donte DiVincenzo,Rebounds,Over,-125,5.5
fanduel,Donte DiVincenzo,Rebounds,Under,-106,5.5
fanduel,Obi Toppin,Rebounds,Over,118,2.5
fanduel,Obi Toppin,Rebounds,Under,-158,2.5
fanduel,Myles Turner,Rebounds,Over,-152,5.5
fanduel,Myles Turner,Rebounds,Under,114,5.5
fanduel,Jalen Brunson,Rebounds,Over,-154,2.5
fanduel,Jalen Brunson,Rebounds,Under,116,2.5
fanduel,Tyrese Haliburton,Rebounds,Over,120,3.5
fanduel,Tyrese Haliburton,Rebounds,Under,-160,3.5
fanduel,Andrew Nembhard,Rebounds,Over,-180,2.5
fanduel,Andrew Nembhard,Rebounds,Under,134,2.5
fanduel,Ben Sheppard,Rebounds,Over,-144,1.5
fanduel,Ben Sheppard,Rebounds,Under,108,1.5
fanduel,Isaiah Hartenstein,Rebounds,Over,-130,12.5
fanduel,Isaiah Hartenstein,Rebounds,Under,-102,12.5
fanduel,Alec Burks,Rebounds,Over,132,3.5
fanduel,Alec Burks,Rebounds,Under,-178,3.5
fanduel,Miles McBride,Rebounds,Over,-186,2.5
fanduel,Miles McBride,Rebounds,Under,136,2.5
fanduel,Isaiah Jackson,Rebounds,Over,-112,1.5
fanduel,Isaiah Jackson,Rebounds,Under,-118,1.5
fanduel,Aaron Nesmith,Rebounds,Over,-136,5.5
fanduel,Aaron Nesmith,Rebounds,Under,102,5.5
fanduel,Precious Achiuwa,Rebounds,Over,-140,3.5
fanduel,Precious Achiuwa,Rebounds,Under,106,3.5
fanduel,T.J. McConnell,Rebounds,Over,152,2.5
fanduel,T.J. McConnell,Rebounds,Under,-205,2.5
fanduel,Pascal Siakam,Rebounds,Over,118,8.5
fanduel,Pascal Siakam,Rebounds,Under,-158,8.5
betrivers,Jalen Brunson,Rebounds,Over,155,3.5
betrivers,Jalen Brunson,Rebounds,Under,-225,3.5
betrivers,Josh Hart,Rebounds,Over,-225,13.5
betrivers,Josh Hart,Rebounds,Under,155,13.5
betrivers,Donte DiVincenzo,Rebounds,Over,-124,5.5
betrivers,Donte DiVincenzo,Rebounds,Under,-113,5.5
betrivers,Pascal Siakam,Rebounds,Over,-195,7.5
betrivers,Pascal Siakam,Rebounds,Under,138,7.5
betrivers,Tyrese Haliburton,Rebounds,Over,108,3.5
betrivers,Tyrese Haliburton,Rebounds,Under,-150,3.5
betrivers,Josh Hart,Rebounds,Over,-130,14.5
betrivers,Josh Hart,Rebounds,Under,-107,14.5
betrivers,Pascal Siakam,Rebounds,Over,-106,8.5
betrivers,Pascal Siakam,Rebounds,Under,-132,8.5
betrivers,Myles Turner,Rebounds,Over,106,6.5
betrivers,Myles Turner,Rebounds,Under,-148,6.5
betrivers,Aaron Nesmith,Rebounds,Over,-120,5.5
betrivers,Aaron Nesmith,Rebounds,Under,-117,5.5
betrivers,Isaiah Hartenstein,Rebounds,Over,-143,11.5
betrivers,Isaiah Hartenstein,Rebounds,Under,102,11.5
betrivers,T.J. McConnell,Rebounds,Over,112,2.5
betrivers,T.J. McConnell,Rebounds,Under,-159,2.5
betrivers,Obi Toppin,Rebounds,Over,-121,2.5
betrivers,Obi Toppin,Rebounds,Under,-115,2.5
betrivers,Myles Turner,Rebounds,Over,-182,5.5
betrivers,Myles Turner,Rebounds,Under,130,5.5
betrivers,Isaiah Hartenstein,Rebounds,Over,125,12.5
betrivers,Isaiah Hartenstein,Rebounds,Under,-177,12.5
betrivers,Jalen Brunson,Rebounds,Over,-167,2.5
betrivers,Jalen Brunson,Rebounds,Under,117,2.5
betrivers,Tyrese Haliburton,Rebounds,Over,-240,2.5
betrivers,Tyrese Haliburton,Rebounds,Under,163,2.5
betrivers,Pascal Siakam,Rebounds,Over,170,9.5
betrivers,Pascal Siakam,Rebounds,Under,-250,9.5
betrivers,Josh Hart,Rebounds,Over,120,15.5
betrivers,Josh Hart,Rebounds,Under,-175,15.5
unibet_us,Josh Hart,Rebounds,Over,-278,13.5
unibet_us,Josh Hart,Rebounds,Under,185,13.5
unibet_us,Donte DiVincenzo,Rebounds,Over,-127,5.5
unibet_us,Donte DiVincenzo,Rebounds,Under,-113,5.5
unibet_us,Pascal Siakam,Rebounds,Over,-186,7.5
unibet_us,Pascal Siakam,Rebounds,Under,130,7.5
unibet_us,Tyrese Haliburton,Rebounds,Over,-103,3.5
unibet_us,Tyrese Haliburton,Rebounds,Under,-141,3.5
unibet_us,Josh Hart,Rebounds,Over,-165,14.5
unibet_us,Josh Hart,Rebounds,Under,112,14.5
unibet_us,Pascal Siakam,Rebounds,Over,100,8.5
unibet_us,Pascal Siakam,Rebounds,Under,-143,8.5
unibet_us,Myles Turner,Rebounds,Over,116,6.5
unibet_us,Myles Turner,Rebounds,Under,-165,6.5
unibet_us,Aaron Nesmith,Rebounds,Over,-129,5.5
unibet_us,Aaron Nesmith,Rebounds,Under,-110,5.5
unibet_us,Obi Toppin,Rebounds,Over,148,3.5
unibet_us,Obi Toppin,Rebounds,Under,-215,3.5
unibet_us,Isaiah Hartenstein,Rebounds,Over,-186,11.5
unibet_us,Isaiah Hartenstein,Rebounds,Under,128,11.5
unibet_us,T.J. McConnell,Rebounds,Over,-105,2.5
unibet_us,T.J. McConnell,Rebounds,Under,-137,2.5
unibet_us,Obi Toppin,Rebounds,Over,-167,2.5
unibet_us,Obi Toppin,Rebounds,Under,120,2.5
unibet_us,Myles Turner,Rebounds,Over,-162,5.5
unibet_us,Myles Turner,Rebounds,Under,114,5.5
unibet_us,Isaiah Hartenstein,Rebounds,Over,-103,12.5
unibet_us,Isaiah Hartenstein,Rebounds,Under,-139,12.5
unibet_us,Jalen Brunson,Rebounds,Over,-134,2.5
unibet_us,Jalen Brunson,Rebounds,Under,-107,2.5
unibet_us,Isaiah Hartenstein,Rebounds,Over,165,13.5
unibet_us,Isaiah Hartenstein,Rebounds,Under,-245,13.5
unibet_us,Tyrese Haliburton,Rebounds,Over,-250,2.5
unibet_us,Tyrese Haliburton,Rebounds,Under,170,2.5
unibet_us,Donte DiVincenzo,Rebounds,Over,175,6.5
unibet_us,Donte DiVincenzo,Rebounds,Under,-250,6.5
unibet_us,Josh Hart,Rebounds,Over,102,15.5
unibet_us,Josh Hart,Rebounds,Under,-148,15.5
williamhill_us,Alec Burks,Rebounds,Over,115,3.5
williamhill_us,Alec Burks,Rebounds,Under,-166,3.5
williamhill_us,Aaron Nesmith,Rebounds,Over,-136,5.5
williamhill_us,Aaron Nesmith,Rebounds,Under,-106,5.5
williamhill_us,Miles McBride,Rebounds,Over,-182,2.5
williamhill_us,Miles McBride,Rebounds,Under,125,2.5
williamhill_us,Donte DiVincenzo,Rebounds,Over,-138,5.5
williamhill_us,Donte DiVincenzo,Rebounds,Under,-104,5.5
williamhill_us,Pascal Siakam,Rebounds,Over,109,8.5
williamhill_us,Pascal Siakam,Rebounds,Under,-157,8.5
williamhill_us,Andrew Nembhard,Rebounds,Over,-182,2.5
williamhill_us,Andrew Nembhard,Rebounds,Under,125,2.5
williamhill_us,Isaiah Hartenstein,Rebounds,Over,-134,12.5
williamhill_us,Isaiah Hartenstein,Rebounds,Under,-107,12.5
williamhill_us,Precious Achiuwa,Rebounds,Over,-145,3.5
williamhill_us,Precious Achiuwa,Rebounds,Under,101,3.5
williamhill_us,Jalen Brunson,Rebounds,Over,-157,2.5
williamhill_us,Jalen Brunson,Rebounds,Under,109,2.5
williamhill_us,Myles Turner,Rebounds,Over,-151,5.5
williamhill_us,Myles Turner,Rebounds,Under,105,5.5
williamhill_us,Tyrese Haliburton,Rebounds,Over,111,3.5
williamhill_us,Tyrese Haliburton,Rebounds,Under,-160,3.5
bovada,Alec Burks,Rebounds,Over,130,3.5
bovada,Alec Burks,Rebounds,Under,-170,3.5
bovada,Andrew Nembhard,Rebounds,Over,-170,2.5
bovada,Andrew Nembhard,Rebounds,Under,130,2.5
bovada,Donte DiVincenzo,Rebounds,Over,-125,5.5
bovada,Donte DiVincenzo,Rebounds,Under,-105,5.5
bovada,Isaiah Hartenstein,Rebounds,Over,-125,12.5
bovada,Isaiah Hartenstein,Rebounds,Under,-105,12.5
bovada,Isaiah Jackson,Rebounds,Over,-135,1.5
bovada,Isaiah Jackson,Rebounds,Under,105,1.5
bovada,Miles McBride,Rebounds,Over,-170,2.5
bovada,Miles McBride,Rebounds,Under,130,2.5
bovada,Myles Turner,Rebounds,Over,-145,5.5
bovada,Myles Turner,Rebounds,Under,110,5.5
bovada,Precious Achiuwa,Rebounds,Over,-145,3.5
bovada,Precious Achiuwa,Rebounds,Under,110,3.5
bovada,Tyrese Haliburton,Rebounds,Over,120,3.5
bovada,Tyrese Haliburton,Rebounds,Under,-155,3.5
draftkings,Aaron Nesmith,Assists,Over,136,1.5
draftkings,Aaron Nesmith,Assists,Under,-162,1.5
draftkings,Alec Burks,Assists,Over,110,1.5
draftkings,Alec Burks,Assists,Under,-130,1.5
draftkings,Andrew Nembhard,Assists,Over,100,5.5
draftkings,Andrew Nembhard,Assists,Under,-120,5.5
draftkings,Donte DiVincenzo,Assists,Over,142,3.5
draftkings,Donte DiVincenzo,Assists,Under,-170,3.5
draftkings,Isaiah Hartenstein,Assists,Over,120,5.5
draftkings,Isaiah Hartenstein,Assists,Under,-142,5.5
draftkings,Jalen Brunson,Assists,Over,-122,6.5
draftkings,Jalen Brunson,Assists,Under,102,6.5
draftkings,Miles McBride,Assists,Over,-102,3.5
draftkings,Miles McBride,Assists,Under,-118,3.5
draftkings,Myles Turner,Assists,Over,160,2.5
draftkings,Myles Turner,Assists,Under,-192,2.5
draftkings,Pascal Siakam,Assists,Over,136,3.5
draftkings,Pascal Siakam,Assists,Under,-162,3.5
draftkings,T.J. McConnell,Assists,Over,-110,4.5
draftkings,T.J. McConnell,Assists,Under,-110,4.5
draftkings,Tyrese Haliburton,Assists,Over,-135,6.5
draftkings,Tyrese Haliburton,Assists,Under,114,6.5
fanduel,Myles Turner,Assists,Over,158,2.5
fanduel,Myles Turner,Assists,Under,-215,2.5
fanduel,T.J. McConnell,Assists,Over,-106,5.5
fanduel,T.J. McConnell,Assists,Under,-125,5.5
fanduel,Tyrese Haliburton,Assists,Over,-138,6.5
fanduel,Tyrese Haliburton,Assists,Under,104,6.5
fanduel,Pascal Siakam,Assists,Over,130,3.5
fanduel,Pascal Siakam,Assists,Under,-174,3.5
fanduel,Andrew Nembhard,Assists,Over,-102,5.5
fanduel,Andrew Nembhard,Assists,Under,-130,5.5
fanduel,Donte DiVincenzo,Assists,Over,154,3.5
fanduel,Donte DiVincenzo,Assists,Under,-210,3.5
fanduel,Miles McBride,Assists,Over,-106,3.5
fanduel,Miles McBride,Assists,Under,-125,3.5
fanduel,Jalen Brunson,Assists,Over,-138,6.5
fanduel,Jalen Brunson,Assists,Under,104,6.5
fanduel,Aaron Nesmith,Assists,Over,130,1.5
fanduel,Aaron Nesmith,Assists,Under,-174,1.5
fanduel,Isaiah Hartenstein,Assists,Over,116,5.5
fanduel,Isaiah Hartenstein,Assists,Under,-154,5.5
fanduel,Alec Burks,Assists,Over,108,1.5
fanduel,Alec Burks,Assists,Under,-144,1.5
betrivers,Jalen Brunson,Assists,Over,140,7.5
betrivers,Jalen Brunson,Assists,Under,-200,7.5
betrivers,Donte DiVincenzo,Assists,Over,-230,2.5
betrivers,Donte DiVincenzo,Assists,Under,155,2.5
betrivers,Josh Hart,Assists,Over,138,5.5
betrivers,Josh Hart,Assists,Under,-195,5.5
betrivers,Donte DiVincenzo,Assists,Over,143,3.5
betrivers,Donte DiVincenzo,Assists,Under,-205,3.5
betrivers,Isaiah Hartenstein,Assists,Over,-155,4.5
betrivers,Isaiah Hartenstein,Assists,Under,112,4.5
betrivers,Jalen Brunson,Assists,Over,-150,6.5
betrivers,Jalen Brunson,Assists,Under,107,6.5
betrivers,Pascal Siakam,Assists,Over,-127,3.5
betrivers,Pascal Siakam,Assists,Under,-110,3.5
betrivers,Josh Hart,Assists,Over,-162,4.5
betrivers,Josh Hart,Assists,Under,116,4.5
betrivers,Aaron Nesmith,Assists,Over,125,1.5
betrivers,Aaron Nesmith,Assists,Under,-177,1.5
betrivers,Tyrese Haliburton,Assists,Over,133,7.5
betrivers,Tyrese Haliburton,Assists,Under,-190,7.5
betrivers,Isaiah Hartenstein,Assists,Over,165,5.5
betrivers,Isaiah Hartenstein,Assists,Under,-240,5.5
betrivers,Tyrese Haliburton,Assists,Over,-143,6.5
betrivers,Tyrese Haliburton,Assists,Under,105,6.5
unibet_us,Donte DiVincenzo,Assists,Over,-205,2.5
unibet_us,Donte DiVincenzo,Assists,Under,143,2.5
unibet_us,Josh Hart,Assists,Over,118,5.5
unibet_us,Josh Hart,Assists,Under,-167,5.5
unibet_us,Donte DiVincenzo,Assists,Over,148,3.5
unibet_us,Donte DiVincenzo,Assists,Under,-215,3.5
unibet_us,Isaiah Hartenstein,Assists,Over,-175,4.5
unibet_us,Isaiah Hartenstein,Assists,Under,120,4.5
unibet_us,Jalen Brunson,Assists,Over,-112,6.5
unibet_us,Jalen Brunson,Assists,Under,-127,6.5
unibet_us,Pascal Siakam,Assists,Over,-106,3.5
unibet_us,Pascal Siakam,Assists,Under,-136,3.5
unibet_us,Josh Hart,Assists,Over,-195,4.5
unibet_us,Josh Hart,Assists,Under,133,4.5
unibet_us,Aaron Nesmith,Assists,Over,135,1.5
unibet_us,Aaron Nesmith,Assists,Under,-195,1.5
unibet_us,Tyrese Haliburton,Assists,Over,118,7.5
unibet_us,Tyrese Haliburton,Assists,Under,-167,7.5
unibet_us,Jalen Brunson,Assists,Over,-265,5.5
unibet_us,Jalen Brunson,Assists,Under,170,5.5
unibet_us,Isaiah Hartenstein,Assists,Over,148,5.5
unibet_us,Isaiah Hartenstein,Assists,Under,-220,5.5
unibet_us,Tyrese Haliburton,Assists,Over,-162,6.5
unibet_us,Tyrese Haliburton,Assists,Under,114,6.5
williamhill_us,Donte DiVincenzo,Assists,Over,131,3.5
williamhill_us,Donte DiVincenzo,Assists,Under,-192,3.5
williamhill_us,Pascal Siakam,Assists,Over,119,3.5
williamhill_us,Pascal Siakam,Assists,Under,-172,3.5
williamhill_us,Jalen Brunson,Assists,Over,-142,6.5
williamhill_us,Jalen Brunson,Assists,Under,-101,6.5
williamhill_us,T.J. McConnell,Assists,Over,-112,5.5
williamhill_us,T.J. McConnell,Assists,Under,-128,5.5
williamhill_us,Tyrese Haliburton,Assists,Over,-145,6.5
