Bookmaker,Player,Stat Type,Over/Under,Odds,Line
williamhill_us,Devin Vassell,Points,Over,-120,19.5
williamhill_us,Devin Vassell,Points,Under,-120,19.5
williamhill_us,Devin Vassell,Turnovers,Over,226,2.5
williamhill_us,Devin Vassell,Turnovers,Under,-362,2.5
draftkings,Aaron Gordon,Points,Over,-120,17.5
draftkings,Aaron Gordon,Points,Under,-110,17.5
draftkings,Bruce Brown Jr,Points,Over,-140,14.5
draftkings,Bruce Brown Jr,Points,Under,105,14.5
draftkings,Gradey Dick,Points,Over,-120,18.5
draftkings,Gradey Dick,Points,Under,-110,18.5
draftkings,Jamal Murray,Points,Over,-125,16.5
draftkings,Jamal Murray,Points,Under,-105,16.5
draftkings,Kelly Olynyk,Points,Over,-135,17.5
draftkings,Kelly Olynyk,Points,Under,105,17.5
draftkings,Kentavious Caldwell-Pope,Points,Over,-120,4.5
draftkings,Kentavious Caldwell-Pope,Points,Under,-110,4.5
draftkings,Michael Porter Jr,Points,Over,-125,19.5
draftkings,Michael Porter Jr,Points,Under,-105,19.5
draftkings,Nikola Jokic,Points,Over,-130,28.5
draftkings,Nikola Jokic,Points,Under,100,28.5
draftkings,Ochai Agbaji,Points,Over,-105,7.5
draftkings,Ochai Agbaji,Points,Under,-125,7.5
draftkings,R.J. Barrett,Points,Over,-110,25.5
draftkings,R.J. Barrett,Points,Under,-120,25.5
fanduel,Aaron Gordon,Points,Over,-128,17.5
fanduel,Aaron Gordon,Points,Under,100,17.5
fanduel,Jamal Murray,Points,Over,-115,15.5
fanduel,Jamal Murray,Points,Under,-111,15.5
fanduel,Michael Porter Jr,Points,Over,-115,19.5
fanduel,Michael Porter Jr,Points,Under,-111,19.5
fanduel,Kelly Olynyk,Points,Over,-104,17.5
fanduel,Kelly Olynyk,Points,Under,-122,17.5
fanduel,R.J. Barrett,Points,Over,-128,23.5
fanduel,R.J. Barrett,Points,Under,100,23.5
fanduel,Nikola Jokic,Points,Over,-128,26.5
fanduel,Nikola Jokic,Points,Under,100,26.5
unibet_us,Nikola Jokic,Points,Over,-130,29.5
unibet_us,Nikola Jokic,Points,Under,-109,29.5
unibet_us,Jamal Murray,Points,Over,-106,19.5
unibet_us,Jamal Murray,Points,Under,-136,19.5
unibet_us,R.J. Barrett,Points,Over,-104,25.5
unibet_us,R.J. Barrett,Points,Under,-137,25.5
unibet_us,Michael Porter Jr,Points,Over,-107,20.5
unibet_us,Michael Porter Jr,Points,Under,-132,20.5
unibet_us,Ochai Agbaji,Points,Over,-108,7.5
unibet_us,Ochai Agbaji,Points,Under,-132,7.5
unibet_us,Aaron Gordon,Points,Over,100,18.5
unibet_us,Aaron Gordon,Points,Under,-139,18.5
unibet_us,Kelly Olynyk,Points,Over,-122,18.5
unibet_us,Kelly Olynyk,Points,Under,-117,18.5
unibet_us,Gradey Dick,Points,Over,-125,18.5
unibet_us,Gradey Dick,Points,Under,-113,18.5
betrivers,Nikola Jokic,Points,Over,-121,29.5
betrivers,Nikola Jokic,Points,Under,-115,29.5
betrivers,Jamal Murray,Points,Over,-103,19.5
betrivers,Jamal Murray,Points,Under,-136,19.5
betrivers,R.J. Barrett,Points,Over,102,25.5
betrivers,R.J. Barrett,Points,Under,-141,25.5
betrivers,Michael Porter Jr,Points,Over,-107,20.5
betrivers,Michael Porter Jr,Points,Under,-130,20.5
betrivers,Ochai Agbaji,Points,Over,-103,7.5
betrivers,Ochai Agbaji,Points,Under,-136,7.5
betrivers,Aaron Gordon,Points,Over,100,18.5
betrivers,Aaron Gordon,Points,Under,-139,18.5
betrivers,Kelly Olynyk,Points,Over,-117,18.5
betrivers,Kelly Olynyk,Points,Under,-120,18.5
betrivers,Gradey Dick,Points,Over,-121,18.5
betrivers,Gradey Dick,Points,Under,-115,18.5
bovada,Aaron Gordon,Points,Over,-125,17.5
bovada,Aaron Gordon,Points,Under,-105,17.5
bovada,Gradey Dick,Points,Over,-120,18.5
bovada,Gradey Dick,Points,Under,-110,18.5
bovada,Kelly Olynyk,Points,Over,-135,15.5
bovada,Kelly Olynyk,Points,Under,105,15.5
bovada,Kentavious Caldwell-Pope,Points,Over,-120,4.5
bovada,Kentavious Caldwell-Pope,Points,Under,-110,4.5
bovada,Michael Porter Jr,Points,Over,-125,19.5
bovada,Michael Porter Jr,Points,Under,-105,19.5
bovada,Nikola Jokic,Points,Over,-105,29.5
bovada,Nikola Jokic,Points,Under,-125,29.5
bovada,R.J. Barrett,Points,Over,-105,25.5
bovada,R.J. Barrett,Points,Under,-125,25.5
williamhill_us,Aaron Gordon,Points,Over,-130,17.5
williamhill_us,Aaron Gordon,Points,Under,-110,17.5
williamhill_us,Gradey Dick,Points,Over,-130,18.5
williamhill_us,Gradey Dick,Points,Under,-110,18.5
williamhill_us,R.J. Barrett,Points,Over,-109,25.5
williamhill_us,R.J. Barrett,Points,Under,-132,25.5
williamhill_us,Ochai Agbaji,Points,Over,-110,7.5
williamhill_us,Ochai Agbaji,Points,Under,-130,7.5
williamhill_us,Kentavious Caldwell-Pope,Points,Over,-126,4.5
williamhill_us,Kentavious Caldwell-Pope,Points,Under,-114,4.5
williamhill_us,Bruce Brown Jr,Points,Over,-145,14.5
williamhill_us,Bruce Brown Jr,Points,Under,101,14.5
williamhill_us,Kelly Olynyk,Points,Over,-142,15.5
williamhill_us,Kelly Olynyk,Points,Under,-101,15.5
williamhill_us,Michael Porter Jr,Points,Over,-134,19.5
williamhill_us,Michael Porter Jr,Points,Under,-107,19.5
williamhill_us,Nikola Jokic,Points,Over,-136,28.5
williamhill_us,Nikola Jokic,Points,Under,-106,28.5
draftkings,Aaron Gordon,Rebounds,Over,-125,3.5
draftkings,Aaron Gordon,Rebounds,Under,-105,3.5
draftkings,Gradey Dick,Rebounds,Over,-120,3.5
draftkings,Gradey Dick,Rebounds,Under,-110,3.5
draftkings,Jamal Murray,Rebounds,Over,-165,4.5
draftkings,Jamal Murray,Rebounds,Under,125,4.5
draftkings,Kelly Olynyk,Rebounds,Over,120,7.5
draftkings,Kelly Olynyk,Rebounds,Under,-160,7.5
draftkings,Kentavious Caldwell-Pope,Rebounds,Over,160,2.5
draftkings,Kentavious Caldwell-Pope,Rebounds,Under,-220,2.5
draftkings,Michael Porter Jr,Rebounds,Over,-135,6.5
draftkings,Michael Porter Jr,Rebounds,Under,105,6.5
draftkings,Nikola Jokic,Rebounds,Over,115,16.5
draftkings,Nikola Jokic,Rebounds,Under,-155,16.5
draftkings,Ochai Agbaji,Rebounds,Over,115,3.5
draftkings,Ochai Agbaji,Rebounds,Under,-155,3.5
draftkings,R.J. Barrett,Rebounds,Over,-125,4.5
draftkings,R.J. Barrett,Rebounds,Under,-105,4.5
fanduel,Jamal Murray,Rebounds,Over,-138,4.5
fanduel,Jamal Murray,Rebounds,Under,104,4.5
fanduel,Aaron Gordon,Rebounds,Over,104,3.5
fanduel,Aaron Gordon,Rebounds,Under,-138,3.5
fanduel,Kelly Olynyk,Rebounds,Over,-166,7.5
fanduel,Kelly Olynyk,Rebounds,Under,124,7.5
fanduel,Ochai Agbaji,Rebounds,Over,136,3.5
fanduel,Ochai Agbaji,Rebounds,Under,-182,3.5
fanduel,Gradey Dick,Rebounds,Over,-106,3.5
fanduel,Gradey Dick,Rebounds,Under,-125,3.5
fanduel,Michael Porter Jr,Rebounds,Over,-118,6.5
fanduel,Michael Porter Jr,Rebounds,Under,-112,6.5
fanduel,Nikola Jokic,Rebounds,Over,-122,15.5
fanduel,Nikola Jokic,Rebounds,Under,-108,15.5
fanduel,R.J. Barrett,Rebounds,Over,-104,4.5
fanduel,R.J. Barrett,Rebounds,Under,-128,4.5
unibet_us,Jamal Murray,Rebounds,Over,-165,4.5
unibet_us,Jamal Murray,Rebounds,Under,114,4.5
unibet_us,R.J. Barrett,Rebounds,Over,-114,4.5
unibet_us,R.J. Barrett,Rebounds,Under,-124,4.5
unibet_us,Gradey Dick,Rebounds,Over,-108,3.5
unibet_us,Gradey Dick,Rebounds,Under,-132,3.5
unibet_us,Nikola Jokic,Rebounds,Over,-130,15.5
unibet_us,Nikola Jokic,Rebounds,Under,-108,15.5
unibet_us,Aaron Gordon,Rebounds,Over,-132,3.5
unibet_us,Aaron Gordon,Rebounds,Under,-108,3.5
unibet_us,Kelly Olynyk,Rebounds,Over,-109,8.5
unibet_us,Kelly Olynyk,Rebounds,Under,-129,8.5
betrivers,Jamal Murray,Rebounds,Over,-155,4.5
betrivers,Jamal Murray,Rebounds,Under,112,4.5
betrivers,R.J. Barrett,Rebounds,Over,-112,4.5
betrivers,R.J. Barrett,Rebounds,Under,-125,4.5
betrivers,Gradey Dick,Rebounds,Over,-103,3.5
betrivers,Gradey Dick,Rebounds,Under,-136,3.5
betrivers,Nikola Jokic,Rebounds,Over,-127,15.5
betrivers,Nikola Jokic,Rebounds,Under,-110,15.5
betrivers,Aaron Gordon,Rebounds,Over,-122,3.5
betrivers,Aaron Gordon,Rebounds,Under,-113,3.5
betrivers,Kelly Olynyk,Rebounds,Over,-104,8.5
betrivers,Kelly Olynyk,Rebounds,Under,-136,8.5
bovada,Aaron Gordon,Rebounds,Over,-115,3.5
bovada,Aaron Gordon,Rebounds,Under,-115,3.5
bovada,Jamal Murray,Rebounds,Over,-165,4.5
bovada,Jamal Murray,Rebounds,Under,125,4.5
bovada,Kentavious Caldwell-Pope,Rebounds,Over,155,2.5
bovada,Kentavious Caldwell-Pope,Rebounds,Under,-205,2.5
bovada,Michael Porter Jr,Rebounds,Over,-130,6.5
bovada,Michael Porter Jr,Rebounds,Under,100,6.5
bovada,Nikola Jokic,Rebounds,Over,110,16.5
bovada,Nikola Jokic,Rebounds,Under,-145,16.5
williamhill_us,Ochai Agbaji,Rebounds,Over,103,3.5
williamhill_us,Ochai Agbaji,Rebounds,Under,-148,3.5
williamhill_us,Jamal Murray,Rebounds,Over,-169,4.5
williamhill_us,Jamal Murray,Rebounds,Under,117,4.5
williamhill_us,R.J. Barrett,Rebounds,Over,-136,4.5
williamhill_us,R.J. Barrett,Rebounds,Under,-106,4.5
williamhill_us,Gradey Dick,Rebounds,Over,-124,3.5
williamhill_us,Gradey Dick,Rebounds,Under,-116,3.5
williamhill_us,Aaron Gordon,Rebounds,Over,-124,3.5
williamhill_us,Aaron Gordon,Rebounds,Under,-116,3.5
williamhill_us,Kelly Olynyk,Rebounds,Over,105,6.5
williamhill_us,Kelly Olynyk,Rebounds,Under,-151,6.5
williamhill_us,Michael Porter Jr,Rebounds,Over,-142,6.5
williamhill_us,Michael Porter Jr,Rebounds,Under,-101,6.5
williamhill_us,Nikola Jokic,Rebounds,Over,103,16.5
williamhill_us,Nikola Jokic,Rebounds,Under,-148,16.5
williamhill_us,Kentavious Caldwell-Pope,Rebounds,Over,138,2.5
williamhill_us,Kentavious Caldwell-Pope,Rebounds,Under,-202,2.5
draftkings,Aaron Gordon,Assists,Over,125,2.5
draftkings,Aaron Gordon,Assists,Under,-170,2.5
draftkings,Bruce Brown Jr,Assists,Over,100,3.5
draftkings,Bruce Brown Jr,Assists,Under,-130,3.5
draftkings,Jamal Murray,Assists,Over,110,8.5
draftkings,Jamal Murray,Assists,Under,-145,8.5
draftkings,Kelly Olynyk,Assists,Over,-155,3.5
draftkings,Kelly Olynyk,Assists,Under,115,3.5
draftkings,Nikola Jokic,Assists,Over,-165,10.5
draftkings,Nikola Jokic,Assists,Under,125,10.5
draftkings,R.J. Barrett,Assists,Over,-190,4.5
draftkings,R.J. Barrett,Assists,Under,140,4.5
fanduel,Bruce Brown Jr,Assists,Over,116,3.5
fanduel,Bruce Brown Jr,Assists,Under,-154,3.5
fanduel,Aaron Gordon,Assists,Over,154,2.5
fanduel,Aaron Gordon,Assists,Under,-210,2.5
fanduel,Jamal Murray,Assists,Over,132,8.5
fanduel,Jamal Murray,Assists,Under,-178,8.5
fanduel,Kelly Olynyk,Assists,Over,-136,3.5
fanduel,Kelly Olynyk,Assists,Under,102,3.5
fanduel,Nikola Jokic,Assists,Over,-136,10.5
fanduel,Nikola Jokic,Assists,Under,102,10.5
fanduel,R.J. Barrett,Assists,Over,-166,4.5
fanduel,R.J. Barrett,Assists,Under,124,4.5
unibet_us,Nikola Jokic,Assists,Over,-141,10.5
unibet_us,Nikola Jokic,Assists,Under,100,10.5
unibet_us,Jamal Murray,Assists,Over,-121,8.5
unibet_us,Jamal Murray,Assists,Under,-118,8.5
unibet_us,Kelly Olynyk,Assists,Over,-134,3.5
unibet_us,Kelly Olynyk,Assists,Under,-107,3.5
betrivers,Nikola Jokic,Assists,Over,-136,10.5
betrivers,Nikola Jokic,Assists,Under,-103,10.5
betrivers,Jamal Murray,Assists,Over,-115,8.5
betrivers,Jamal Murray,Assists,Under,-121,8.5
betrivers,Kelly Olynyk,Assists,Over,-125,3.5
betrivers,Kelly Olynyk,Assists,Under,-112,3.5
bovada,Aaron Gordon,Assists,Over,125,2.5
bovada,Aaron Gordon,Assists,Under,-165,2.5
bovada,Jamal Murray,Assists,Over,110,8.5
bovada,Jamal Murray,Assists,Under,-145,8.5
bovada,Kelly Olynyk,Assists,Over,-165,3.5
bovada,Kelly Olynyk,Assists,Under,125,3.5
bovada,Nikola Jokic,Assists,Over,130,11.5
bovada,Nikola Jokic,Assists,Under,-170,11.5
bovada,R.J. Barrett,Assists,Over,-200,4.5
bovada,R.J. Barrett,Assists,Under,150,4.5
williamhill_us,R.J. Barrett,Assists,Over,-202,4.5
williamhill_us,R.J. Barrett,Assists,Under,138,4.5
williamhill_us,Jamal Murray,Assists,Over,103,8.5
williamhill_us,Jamal Murray,Assists,Under,-148,8.5
williamhill_us,Nikola Jokic,Assists,Over,-169,10.5
williamhill_us,Nikola Jokic,Assists,Under,117,10.5
williamhill_us,Aaron Gordon,Assists,Over,113,2.5
williamhill_us,Aaron Gordon,Assists,Under,-163,2.5
williamhill_us,Kelly Olynyk,Assists,Over,-169,3.5
williamhill_us,Kelly Olynyk,Assists,Under,117,3.5
williamhill_us,Bruce Brown Jr,Assists,Over,-106,3.5
williamhill_us,Bruce Brown Jr,Assists,Under,-136,3.5
draftkings,Gradey Dick,3-PT Made,Over,-250,2.5
draftkings,Gradey Dick,3-PT Made,Under,180,2.5
draftkings,Jamal Murray,3-PT Made,Over,145,2.5
draftkings,Jamal Murray,3-PT Made,Under,-195,2.5
draftkings,Kelly Olynyk,3-PT Made,Over,110,2.5
draftkings,Kelly Olynyk,3-PT Made,Under,-145,2.5
draftkings,Kentavious Caldwell-Pope,3-PT Made,Over,-145,0.5
draftkings,Kentavious Caldwell-Pope,3-PT Made,Under,110,0.5
draftkings,Michael Porter Jr,3-PT Made,Over,-235,1.5
draftkings,Michael Porter Jr,3-PT Made,Under,175,1.5
draftkings,Nikola Jokic,3-PT Made,Over,110,1.5
draftkings,Nikola Jokic,3-PT Made,Under,-145,1.5
draftkings,Ochai Agbaji,3-PT Made,Over,115,0.5
draftkings,Ochai Agbaji,3-PT Made,Under,-150,0.5
draftkings,R.J. Barrett,3-PT Made,Over,-180,1.5
draftkings,R.J. Barrett,3-PT Made,Under,135,1.5
fanduel,R.J. Barrett,3-PT Made,Over,-136,1.5
fanduel,R.J. Barrett,3-PT Made,Under,102,1.5
fanduel,Nikola Jokic,3-PT Made,Over,140,1.5
fanduel,Nikola Jokic,3-PT Made,Under,-188,1.5
fanduel,Michael Porter Jr,3-PT Made,Over,198,2.5
fanduel,Michael Porter Jr,3-PT Made,Under,-275,2.5
fanduel,Kelly Olynyk,3-PT Made,Over,126,2.5
fanduel,Kelly Olynyk,3-PT Made,Under,-168,2.5
fanduel,Jamal Murray,3-PT Made,Over,-270,1.5
fanduel,Jamal Murray,3-PT Made,Under,194,1.5
williamhill_us,Nikola Jokic,3-PT Made,Over,103,1.5
williamhill_us,Nikola Jokic,3-PT Made,Under,-148,1.5
williamhill_us,Gradey Dick,3-PT Made,Over,-252,2.5
williamhill_us,Gradey Dick,3-PT Made,Under,167,2.5
williamhill_us,Ochai Agbaji,3-PT Made,Over,107,0.5
williamhill_us,Ochai Agbaji,3-PT Made,Under,-154,0.5
williamhill_us,Michael Porter Jr,3-PT Made,Over,-252,1.5
williamhill_us,Michael Porter Jr,3-PT Made,Under,167,1.5
williamhill_us,Kentavious Caldwell-Pope,3-PT Made,Over,-151,0.5
williamhill_us,Kentavious Caldwell-Pope,3-PT Made,Under,105,0.5
williamhill_us,Kelly Olynyk,3-PT Made,Over,103,2.5
williamhill_us,Kelly Olynyk,3-PT Made,Under,-148,2.5
williamhill_us,Jamal Murray,3-PT Made,Over,134,2.5
williamhill_us,Jamal Murray,3-PT Made,Under,-197,2.5
williamhill_us,R.J. Barrett,3-PT Made,Over,-182,1.5
williamhill_us,R.J. Barrett,3-PT Made,Under,125,1.5
draftkings,Aaron Gordon,Blocks,Over,275,0.5
draftkings,Aaron Gordon,Blocks,Under,-400,0.5
draftkings,Kelly Olynyk,Blocks,Over,245,0.5
draftkings,Kelly Olynyk,Blocks,Under,-350,0.5
draftkings,Michael Porter Jr,Blocks,Over,265,1.5
draftkings,Michael Porter Jr,Blocks,Under,-390,1.5
draftkings,Nikola Jokic,Blocks,Over,100,0.5
draftkings,Nikola Jokic,Blocks,Under,-135,0.5
draftkings,R.J. Barrett,Blocks,Over,425,0.5
draftkings,R.J. Barrett,Blocks,Under,-750,0.5
williamhill_us,Nikola Jokic,Blocks,Over,-104,0.5
williamhill_us,Nikola Jokic,Blocks,Under,-138,0.5
williamhill_us,Michael Porter Jr,Blocks,Over,236,1.5
williamhill_us,Michael Porter Jr,Blocks,Under,-382,1.5
williamhill_us,Aaron Gordon,Blocks,Over,236,0.5
williamhill_us,Aaron Gordon,Blocks,Under,-382,0.5
williamhill_us,Kelly Olynyk,Blocks,Over,226,0.5
williamhill_us,Kelly Olynyk,Blocks,Under,-362,0.5
draftkings,Aaron Gordon,Steals,Over,170,0.5
draftkings,Aaron Gordon,Steals,Under,-230,0.5
draftkings,Bruce Brown Jr,Steals,Over,165,0.5
draftkings,Bruce Brown Jr,Steals,Under,-225,0.5
draftkings,Gradey Dick,Steals,Over,190,2.5
draftkings,Gradey Dick,Steals,Under,-265,2.5
draftkings,Jamal Murray,Steals,Over,135,0.5
draftkings,Jamal Murray,Steals,Under,-180,0.5
draftkings,Kelly Olynyk,Steals,Over,-105,0.5
draftkings,Kelly Olynyk,Steals,Under,-125,0.5
draftkings,Kentavious Caldwell-Pope,Steals,Over,-105,1.5
draftkings,Kentavious Caldwell-Pope,Steals,Under,-125,1.5
draftkings,Michael Porter Jr,Steals,Over,210,0.5
draftkings,Michael Porter Jr,Steals,Under,-295,0.5
draftkings,Nikola Jokic,Steals,Over,-120,2.5
draftkings,Nikola Jokic,Steals,Under,-110,2.5
draftkings,Ochai Agbaji,Steals,Over,265,0.5
draftkings,Ochai Agbaji,Steals,Under,-390,0.5
draftkings,R.J. Barrett,Steals,Over,200,0.5
draftkings,R.J. Barrett,Steals,Under,-280,0.5
williamhill_us,R.J. Barrett,Steals,Over,173,0.5
williamhill_us,R.J. Barrett,Steals,Under,-262,0.5
williamhill_us,Jamal Murray,Steals,Over,125,0.5
williamhill_us,Jamal Murray,Steals,Under,-182,0.5
williamhill_us,Nikola Jokic,Steals,Over,-130,2.5
williamhill_us,Nikola Jokic,Steals,Under,-110,2.5
williamhill_us,Kentavious Caldwell-Pope,Steals,Over,-114,1.5
williamhill_us,Kentavious Caldwell-Pope,Steals,Under,-126,1.5
williamhill_us,Kelly Olynyk,Steals,Over,-110,0.5
williamhill_us,Kelly Olynyk,Steals,Under,-130,0.5
williamhill_us,Gradey Dick,Steals,Over,173,2.5
williamhill_us,Gradey Dick,Steals,Under,-262,2.5
williamhill_us,Bruce Brown Jr,Steals,Over,156,0.5
williamhill_us,Bruce Brown Jr,Steals,Under,-232,0.5
williamhill_us,Ochai Agbaji,Steals,Over,236,0.5
williamhill_us,Ochai Agbaji,Steals,Under,-382,0.5
williamhill_us,Aaron Gordon,Steals,Over,150,0.5
williamhill_us,Aaron Gordon,Steals,Under,-222,0.5
williamhill_us,Michael Porter Jr,Steals,Over,184,0.5
williamhill_us,Michael Porter Jr,Steals,Under,-282,0.5
draftkings,Aaron Gordon,Blks+Stls,Over,-110,0.5
draftkings,Aaron Gordon,Blks+Stls,Under,-120,0.5
draftkings,Bruce Brown Jr,Blks+Stls,Over,-105,0.5
draftkings,Bruce Brown Jr,Blks+Stls,Under,-125,0.5
draftkings,Gradey Dick,Blks+Stls,Over,155,2.5
draftkings,Gradey Dick,Blks+Stls,Under,-210,2.5
draftkings,Jamal Murray,Blks+Stls,Over,-120,1.5
draftkings,Jamal Murray,Blks+Stls,Under,-110,1.5
draftkings,Kelly Olynyk,Blks+Stls,Over,-180,0.5
draftkings,Kelly Olynyk,Blks+Stls,Under,135,0.5
draftkings,Kentavious Caldwell-Pope,Blks+Stls,Over,-150,1.5
draftkings,Kentavious Caldwell-Pope,Blks+Stls,Under,115,1.5
draftkings,Michael Porter Jr,Blks+Stls,Over,100,1.5
draftkings,Michael Porter Jr,Blks+Stls,Under,-130,1.5
draftkings,Nikola Jokic,Blks+Stls,Over,145,3.5
draftkings,Nikola Jokic,Blks+Stls,Under,-195,3.5
draftkings,Ochai Agbaji,Blks+Stls,Over,130,2.5
draftkings,Ochai Agbaji,Blks+Stls,Under,-175,2.5
draftkings,R.J. Barrett,Blks+Stls,Over,125,0.5
draftkings,R.J. Barrett,Blks+Stls,Under,-165,0.5
williamhill_us,Nikola Jokic,Blks+Stls,Over,134,3.5
williamhill_us,Nikola Jokic,Blks+Stls,Under,-197,3.5
williamhill_us,Bruce Brown Jr,Blks+Stls,Over,-110,0.5
williamhill_us,Bruce Brown Jr,Blks+Stls,Under,-130,0.5
williamhill_us,Gradey Dick,Blks+Stls,Over,144,2.5
williamhill_us,Gradey Dick,Blks+Stls,Under,-212,2.5
williamhill_us,Ochai Agbaji,Blks+Stls,Over,131,2.5
williamhill_us,Ochai Agbaji,Blks+Stls,Under,-192,2.5
williamhill_us,Kelly Olynyk,Blks+Stls,Over,-177,0.5
williamhill_us,Kelly Olynyk,Blks+Stls,Under,122,0.5
williamhill_us,R.J. Barrett,Blks+Stls,Over,111,0.5
williamhill_us,R.J. Barrett,Blks+Stls,Under,-160,0.5
williamhill_us,Aaron Gordon,Blks+Stls,Over,-118,0.5
williamhill_us,Aaron Gordon,Blks+Stls,Under,-122,0.5
williamhill_us,Kentavious Caldwell-Pope,Blks+Stls,Over,-166,1.5
williamhill_us,Kentavious Caldwell-Pope,Blks+Stls,Under,115,1.5
williamhill_us,Michael Porter Jr,Blks+Stls,Over,-107,1.5
williamhill_us,Michael Porter Jr,Blks+Stls,Under,-134,1.5
williamhill_us,Jamal Murray,Blks+Stls,Over,-126,1.5
williamhill_us,Jamal Murray,Blks+Stls,Under,-114,1.5
draftkings,Aaron Gordon,Turnovers,Over,110,1.5
draftkings,Aaron Gordon,Turnovers,Under,-145,1.5
draftkings,Bruce Brown Jr,Turnovers,Over,-125,0.5
draftkings,Bruce Brown Jr,Turnovers,Under,-105,0.5
draftkings,Gradey Dick,Turnovers,Over,-120,0.5
draftkings,Gradey Dick,Turnovers,Under,-110,0.5
draftkings,Jamal Murray,Turnovers,Over,-240,0.5
draftkings,Jamal Murray,Turnovers,Under,175,0.5
draftkings,Kelly Olynyk,Turnovers,Over,155,2.5
draftkings,Kelly Olynyk,Turnovers,Under,-215,2.5
draftkings,Kentavious Caldwell-Pope,Turnovers,Over,200,2.5
draftkings,Kentavious Caldwell-Pope,Turnovers,Under,-285,2.5
draftkings,Michael Porter Jr,Turnovers,Over,130,0.5
draftkings,Michael Porter Jr,Turnovers,Under,-175,0.5
draftkings,Nikola Jokic,Turnovers,Over,115,3.5
draftkings,Nikola Jokic,Turnovers,Under,-155,3.5
draftkings,Ochai Agbaji,Turnovers,Over,145,0.5
draftkings,Ochai Agbaji,Turnovers,Under,-200,0.5
draftkings,R.J. Barrett,Turnovers,Over,115,3.5
draftkings,R.J. Barrett,Turnovers,Under,-150,3.5
bovada,Aaron Gordon,Turnovers,Over,110,1.5
bovada,Aaron Gordon,Turnovers,Under,-145,1.5
bovada,Gradey Dick,Turnovers,Over,-115,0.5
bovada,Gradey Dick,Turnovers,Under,-115,0.5
bovada,Jamal Murray,Turnovers,Over,-260,0.5
bovada,Jamal Murray,Turnovers,Under,190,0.5
bovada,Kelly Olynyk,Turnovers,Over,155,2.5
bovada,Kelly Olynyk,Turnovers,Under,-205,2.5
bovada,Kentavious Caldwell-Pope,Turnovers,Over,200,2.5
bovada,Kentavious Caldwell-Pope,Turnovers,Under,-275,2.5
bovada,Michael Porter Jr,Turnovers,Over,150,0.5
bovada,Michael Porter Jr,Turnovers,Under,-200,0.5
bovada,Nikola Jokic,Turnovers,Over,110,3.5
bovada,Nikola Jokic,Turnovers,Under,-145,3.5
bovada,R.J. Barrett,Turnovers,Over,110,3.5
bovada,R.J. Barrett,Turnovers,Under,-145,3.5
williamhill_us,Ochai Agbaji,Turnovers,Over,138,0.5
williamhill_us,Ochai Agbaji,Turnovers,Under,-202,0.5
williamhill_us,Jamal Murray,Turnovers,Over,-252,0.5
williamhill_us,Jamal Murray,Turnovers,Under,167,0.5
williamhill_us,Michael Porter Jr,Turnovers,Over,125,0.5
williamhill_us,Michael Porter Jr,Turnovers,Under,-182,0.5
williamhill_us,R.J. Barrett,Turnovers,Over,105,3.5
williamhill_us,R.J. Barrett,Turnovers,Under,-151,3.5
williamhill_us,Aaron Gordon,Turnovers,Over,105,1.5
williamhill_us,Aaron Gordon,Turnovers,Under,-151,1.5
williamhill_us,Gradey Dick,Turnovers,Over,-124,0.5
williamhill_us,Gradey Dick,Turnovers,Under,-116,0.5
williamhill_us,Kelly Olynyk,Turnovers,Over,144,2.5
williamhill_us,Kelly Olynyk,Turnovers,Under,-212,2.5
williamhill_us,Kentavious Caldwell-Pope,Turnovers,Over,179,2.5
williamhill_us,Kentavious Caldwell-Pope,Turnovers,Under,-272,2.5
williamhill_us,Nikola Jokic,Turnovers,Over,113,3.5
williamhill_us,Nikola Jokic,Turnovers,Under,-163,3.5
williamhill_us,Bruce Brown Jr,Turnovers,Over,-128,0.5
williamhill_us,Bruce Brown Jr,Turnovers,Under,-112,0.5
draftkings,Aaron Gordon,Pts+Rebs+Asts,Over,-125,23.5
draftkings,Aaron Gordon,Pts+Rebs+Asts,Under,-105,23.5
draftkings,Gradey Dick,Pts+Rebs+Asts,Over,-115,26.5
draftkings,Gradey Dick,Pts+Rebs+Asts,Under,-115,26.5
draftkings,Jamal Murray,Pts+Rebs+Asts,Over,-115,30.5
draftkings,Jamal Murray,Pts+Rebs+Asts,Under,-115,30.5
draftkings,Kelly Olynyk,Pts+Rebs+Asts,Over,-110,29.5
draftkings,Kelly Olynyk,Pts+Rebs+Asts,Under,-120,29.5
draftkings,Kentavious Caldwell-Pope,Pts+Rebs+Asts,Over,-125,10.5
draftkings,Kentavious Caldwell-Pope,Pts+Rebs+Asts,Under,-105,10.5
draftkings,Michael Porter Jr,Pts+Rebs+Asts,Over,-115,28.5
draftkings,Michael Porter Jr,Pts+Rebs+Asts,Under,-115,28.5
draftkings,Nikola Jokic,Pts+Rebs+Asts,Over,-110,56.5
draftkings,Nikola Jokic,Pts+Rebs+Asts,Under,-120,56.5
draftkings,Ochai Agbaji,Pts+Rebs+Asts,Over,-115,11.5
draftkings,Ochai Agbaji,Pts+Rebs+Asts,Under,-115,11.5
draftkings,R.J. Barrett,Pts+Rebs+Asts,Over,-110,35.5
draftkings,R.J. Barrett,Pts+Rebs+Asts,Under,-120,35.5
fanduel,Kelly Olynyk,Pts+Rebs+Asts,Over,-120,29.5
fanduel,Kelly Olynyk,Pts+Rebs+Asts,Under,-110,29.5
