Time Posted,Opponent,Promo,Line,Odds Type,Projection Type,Rank,Refundable,Game Start Time,Stat Type,Combo Play,Display Name,Team City,Name,Position,Team (Abrreviated),Team Name
2024-02-28T01:43:00-05:00,MEM,False,7.5,standard,Single Stat,204,True,2024-02-28T20:10:00-05:00,Rebounds,False,Karl-Anthony Towns,Minnesota,Karl-Anthony Towns,C-F,MIN,Timberwolves
2024-02-28T02:11:00-05:00,MEM,False,10.5,standard,Single Stat,204,True,2024-02-28T20:10:00-05:00,Rebs+Asts,False,Karl-Anthony Towns,Minnesota,Karl-Anthony Towns,C-F,MIN,Timberwolves
2024-02-28T01:32:00-05:00,MEM,False,20.5,standard,Single Stat,204,True,2024-02-28T20:10:00-05:00,Points,False,Karl-Anthony Towns,Minnesota,Karl-Anthony Towns,C-F,MIN,Timberwolves
2024-02-28T02:06:00-05:00,MEM,False,23.5,standard,Single Stat,204,True,2024-02-28T20:10:00-05:00,Pts+Asts,False,Karl-Anthony Towns,Minnesota,Karl-Anthony Towns,C-F,MIN,Timberwolves
2024-02-28T01:55:00-05:00,MIN,False,23.5,standard,Single Stat,205,True,2024-02-28T20:10:00-05:00,Pts+Rebs+Asts,False,Vince Williams Jr.,Memphis,Vince Williams Jr.,G-F,MEM,Grizzlies
2024-02-28T02:11:00-05:00,MIN,False,10.5,standard,Single Stat,205,True,2024-02-28T20:10:00-05:00,Rebs+Asts,False,Vince Williams Jr.,Memphis,Vince Williams Jr.,G-F,MEM,Grizzlies
2024-02-28T01:32:00-05:00,MIN,False,12.5,standard,Single Stat,205,True,2024-02-28T20:10:00-05:00,Points,False,Vince Williams Jr.,Memphis,Vince Williams Jr.,G-F,MEM,Grizzlies
2024-02-28T02:16:00-05:00,MIN,False,1.5,standard,Single Stat,205,True,2024-02-28T20:10:00-05:00,Turnovers,False,Vince Williams Jr.,Memphis,Vince Williams Jr.,G-F,MEM,Grizzlies
2024-02-28T02:16:00-05:00,MIN,False,1.5,standard,Single Stat,205,True,2024-02-28T20:10:00-05:00,Blks+Stls,False,Vince Williams Jr.,Memphis,Vince Williams Jr.,G-F,MEM,Grizzlies
2024-02-28T02:06:00-05:00,MIN,False,17.5,standard,Single Stat,205,True,2024-02-28T20:10:00-05:00,Pts+Asts,False,Vince Williams Jr.,Memphis,Vince Williams Jr.,G-F,MEM,Grizzlies
2024-02-28T01:48:00-05:00,MIN,False,1.5,standard,Single Stat,205,True,2024-02-28T20:10:00-05:00,3-PT Made,False,Vince Williams Jr.,Memphis,Vince Williams Jr.,G-F,MEM,Grizzlies
2024-02-28T02:01:00-05:00,MIN,False,17.5,standard,Single Stat,205,True,2024-02-28T20:10:00-05:00,Pts+Rebs,False,Vince Williams Jr.,Memphis,Vince Williams Jr.,G-F,MEM,Grizzlies
2024-02-28T01:43:00-05:00,MIN,False,5.5,standard,Single Stat,205,True,2024-02-28T20:10:00-05:00,Rebounds,False,Vince Williams Jr.,Memphis,Vince Williams Jr.,G-F,MEM,Grizzlies
2024-02-28T02:06:00-05:00,MEM,False,15.5,standard,Single Stat,206,True,2024-02-28T20:10:00-05:00,Pts+Asts,False,Mike Conley,Minnesota,Mike Conley,G,MIN,Timberwolves
2024-02-28T01:48:00-05:00,MEM,False,5.5,standard,Single Stat,206,True,2024-02-28T20:10:00-05:00,Assists,False,Mike Conley,Minnesota,Mike Conley,G,MIN,Timberwolves
2024-02-28T01:55:00-05:00,MEM,False,18.5,standard,Single Stat,206,True,2024-02-28T20:10:00-05:00,Pts+Rebs+Asts,False,Mike Conley,Minnesota,Mike Conley,G,MIN,Timberwolves
2024-02-28T02:01:00-05:00,MEM,False,12.5,standard,Single Stat,206,True,2024-02-28T20:10:00-05:00,Pts+Rebs,False,Mike Conley,Minnesota,Mike Conley,G,MIN,Timberwolves
2024-02-28T02:11:00-05:00,MEM,False,8.5,standard,Single Stat,206,True,2024-02-28T20:10:00-05:00,Rebs+Asts,False,Mike Conley,Minnesota,Mike Conley,G,MIN,Timberwolves
2024-02-28T01:32:00-05:00,MEM,False,9.5,standard,Single Stat,206,True,2024-02-28T20:10:00-05:00,Points,False,Mike Conley,Minnesota,Mike Conley,G,MIN,Timberwolves
2024-02-28T01:43:00-05:00,MEM,False,2.5,standard,Single Stat,206,True,2024-02-28T20:10:00-05:00,Rebounds,False,Mike Conley,Minnesota,Mike Conley,G,MIN,Timberwolves
2024-02-28T02:01:00-05:00,MIN,False,12.5,standard,Single Stat,207,True,2024-02-28T20:10:00-05:00,Pts+Rebs,False,Ziaire Williams,Memphis,Ziaire Williams,G-F,MEM,Grizzlies
2024-02-28T02:06:00-05:00,MIN,False,11.5,standard,Single Stat,207,True,2024-02-28T20:10:00-05:00,Pts+Asts,False,Ziaire Williams,Memphis,Ziaire Williams,G-F,MEM,Grizzlies
2024-02-28T01:32:00-05:00,MIN,False,9.5,standard,Single Stat,207,True,2024-02-28T20:10:00-05:00,Points,False,Ziaire Williams,Memphis,Ziaire Williams,G-F,MEM,Grizzlies
2024-02-28T01:43:00-05:00,MIN,False,3.5,standard,Single Stat,207,True,2024-02-28T20:10:00-05:00,Rebounds,False,Ziaire Williams,Memphis,Ziaire Williams,G-F,MEM,Grizzlies
2024-02-28T02:06:00-05:00,MEM,False,15.5,standard,Single Stat,208,True,2024-02-28T20:10:00-05:00,Pts+Asts,False,Rudy Gobert,Minnesota,Rudy Gobert,C,MIN,Timberwolves
2024-02-28T01:55:00-05:00,MEM,False,28.5,standard,Single Stat,208,True,2024-02-28T20:10:00-05:00,Pts+Rebs+Asts,False,Rudy Gobert,Minnesota,Rudy Gobert,C,MIN,Timberwolves
2024-02-28T01:32:00-05:00,MEM,False,13.5,standard,Single Stat,208,True,2024-02-28T20:10:00-05:00,Points,False,Rudy Gobert,Minnesota,Rudy Gobert,C,MIN,Timberwolves
2024-02-28T01:43:00-05:00,MEM,False,13.5,standard,Single Stat,208,True,2024-02-28T20:10:00-05:00,Rebounds,False,Rudy Gobert,Minnesota,Rudy Gobert,C,MIN,Timberwolves
2024-02-28T02:11:00-05:00,MEM,False,14.5,standard,Single Stat,208,True,2024-02-28T20:10:00-05:00,Rebs+Asts,False,Rudy Gobert,Minnesota,Rudy Gobert,C,MIN,Timberwolves
2024-02-28T02:01:00-05:00,MEM,False,27.5,standard,Single Stat,208,True,2024-02-28T20:10:00-05:00,Pts+Rebs,False,Rudy Gobert,Minnesota,Rudy Gobert,C,MIN,Timberwolves
2024-02-28T02:11:00-05:00,MEM,False,0.5,standard,Single Stat,208,True,2024-02-28T20:10:00-05:00,Steals,False,Rudy Gobert,Minnesota,Rudy Gobert,C,MIN,Timberwolves
2024-02-27T22:00:00-05:00,SAC,False,9.5,standard,Single Stat,250,True,2024-02-28T21:10:00-05:00,Assists,False,Nikola Jokic,Denver,Nikola Jokic,C,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,22.5,standard,Single Stat,250,True,2024-02-28T21:10:00-05:00,Rebs+Asts,False,Nikola Jokic,Denver,Nikola Jokic,C,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,39.5,standard,Single Stat,250,True,2024-02-28T21:10:00-05:00,Pts+Rebs,False,Nikola Jokic,Denver,Nikola Jokic,C,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,49.5,standard,Single Stat,250,True,2024-02-28T21:10:00-05:00,Pts+Rebs+Asts,False,Nikola Jokic,Denver,Nikola Jokic,C,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,36.5,standard,Single Stat,250,True,2024-02-28T21:10:00-05:00,Pts+Asts,False,Nikola Jokic,Denver,Nikola Jokic,C,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,12.5,standard,Single Stat,250,True,2024-02-28T21:10:00-05:00,Rebounds,False,Nikola Jokic,Denver,Nikola Jokic,C,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,26.5,standard,Single Stat,250,True,2024-02-28T21:10:00-05:00,Points,False,Nikola Jokic,Denver,Nikola Jokic,C,DEN,Nuggets
2024-02-27T22:00:00-05:00,DEN,False,30.5,standard,Single Stat,251,True,2024-02-28T21:10:00-05:00,Pts+Rebs,False,De'Aaron Fox,Sacramento,De'Aaron Fox,G,SAC,Kings
2024-02-27T22:00:00-05:00,DEN,False,35.5,standard,Single Stat,251,True,2024-02-28T21:10:00-05:00,Pts+Rebs+Asts,False,De'Aaron Fox,Sacramento,De'Aaron Fox,G,SAC,Kings
2024-02-27T22:00:00-05:00,DEN,False,9.5,standard,Single Stat,251,True,2024-02-28T21:10:00-05:00,Rebs+Asts,False,De'Aaron Fox,Sacramento,De'Aaron Fox,G,SAC,Kings
2024-02-27T22:00:00-05:00,DEN,False,31.5,standard,Single Stat,251,True,2024-02-28T21:10:00-05:00,Pts+Asts,False,De'Aaron Fox,Sacramento,De'Aaron Fox,G,SAC,Kings
2024-02-27T22:00:00-05:00,DEN,False,26.5,standard,Single Stat,251,True,2024-02-28T21:10:00-05:00,Points,False,De'Aaron Fox,Sacramento,De'Aaron Fox,G,SAC,Kings
2024-02-27T22:00:00-05:00,SAC,False,26.5,standard,Single Stat,252,True,2024-02-28T21:10:00-05:00,Pts+Rebs,False,Jamal Murray,Denver,Jamal Murray,G,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,10.5,standard,Single Stat,252,True,2024-02-28T21:10:00-05:00,Rebs+Asts,False,Jamal Murray,Denver,Jamal Murray,G,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,22.5,standard,Single Stat,252,True,2024-02-28T21:10:00-05:00,Points,False,Jamal Murray,Denver,Jamal Murray,G,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,29.5,standard,Single Stat,252,True,2024-02-28T21:10:00-05:00,Pts+Asts,False,Jamal Murray,Denver,Jamal Murray,G,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,33.5,standard,Single Stat,252,True,2024-02-28T21:10:00-05:00,Pts+Rebs+Asts,False,Jamal Murray,Denver,Jamal Murray,G,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,6.5,standard,Single Stat,253,True,2024-02-28T21:10:00-05:00,Rebounds,False,Michael Porter Jr.,Denver,Michael Porter Jr.,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,18.5,standard,Single Stat,253,True,2024-02-28T21:10:00-05:00,Pts+Asts,False,Michael Porter Jr.,Denver,Michael Porter Jr.,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,25.5,standard,Single Stat,253,True,2024-02-28T21:10:00-05:00,Pts+Rebs+Asts,False,Michael Porter Jr.,Denver,Michael Porter Jr.,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,8.5,standard,Single Stat,253,True,2024-02-28T21:10:00-05:00,Rebs+Asts,False,Michael Porter Jr.,Denver,Michael Porter Jr.,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,16.5,standard,Single Stat,253,True,2024-02-28T21:10:00-05:00,Points,False,Michael Porter Jr.,Denver,Michael Porter Jr.,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,2.5,standard,Single Stat,253,True,2024-02-28T21:10:00-05:00,3-PT Made,False,Michael Porter Jr.,Denver,Michael Porter Jr.,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,23.5,standard,Single Stat,253,True,2024-02-28T21:10:00-05:00,Pts+Rebs,False,Michael Porter Jr.,Denver,Michael Porter Jr.,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,23.5,standard,Single Stat,254,True,2024-02-28T21:10:00-05:00,Pts+Rebs+Asts,False,Aaron Gordon,Denver,Aaron Gordon,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,1.5,standard,Single Stat,254,True,2024-02-28T21:10:00-05:00,Blks+Stls,False,Aaron Gordon,Denver,Aaron Gordon,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,8.5,standard,Single Stat,254,True,2024-02-28T21:10:00-05:00,Rebs+Asts,False,Aaron Gordon,Denver,Aaron Gordon,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,20.5,standard,Single Stat,254,True,2024-02-28T21:10:00-05:00,Pts+Rebs,False,Aaron Gordon,Denver,Aaron Gordon,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,17.5,standard,Single Stat,254,True,2024-02-28T21:10:00-05:00,Pts+Asts,False,Aaron Gordon,Denver,Aaron Gordon,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,2.5,standard,Single Stat,254,True,2024-02-28T21:10:00-05:00,Assists,False,Aaron Gordon,Denver,Aaron Gordon,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,14.5,standard,Single Stat,254,True,2024-02-28T21:10:00-05:00,Points,False,Aaron Gordon,Denver,Aaron Gordon,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,0.5,standard,Single Stat,254,True,2024-02-28T21:10:00-05:00,3-PT Made,False,Aaron Gordon,Denver,Aaron Gordon,F,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,2.5,standard,Single Stat,255,True,2024-02-28T21:10:00-05:00,Rebounds,False,Kentavious Caldwell-Pope,Denver,Kentavious Caldwell-Pope,G,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,12.5,standard,Single Stat,255,True,2024-02-28T21:10:00-05:00,Pts+Rebs,False,Kentavious Caldwell-Pope,Denver,Kentavious Caldwell-Pope,G,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,1.5,standard,Single Stat,255,True,2024-02-28T21:10:00-05:00,3-PT Made,False,Kentavious Caldwell-Pope,Denver,Kentavious Caldwell-Pope,G,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,9.5,standard,Single Stat,255,True,2024-02-28T21:10:00-05:00,Points,False,Kentavious Caldwell-Pope,Denver,Kentavious Caldwell-Pope,G,DEN,Nuggets
2024-02-27T22:00:00-05:00,SAC,False,11.5,standard,Single Stat,255,True,2024-02-28T21:10:00-05:00,Pts+Asts,False,Kentavious Caldwell-Pope,Denver,Kentavious Caldwell-Pope,G,DEN,Nuggets
2024-02-27T22:29:00-05:00,LAL,False,36.5,standard,Single Stat,300,True,2024-02-28T22:10:00-05:00,Pts+Rebs+Asts,False,Kawhi Leonard,LA,Kawhi Leonard,F,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,32.5,standard,Single Stat,300,True,2024-02-28T22:10:00-05:00,Pts+Rebs,False,Kawhi Leonard,LA,Kawhi Leonard,F,LAC,Clippers
2024-02-27T22:22:00-05:00,LAL,False,2.5,standard,Single Stat,300,True,2024-02-28T22:10:00-05:00,Blks+Stls,False,Kawhi Leonard,LA,Kawhi Leonard,F,LAC,Clippers
2024-02-27T22:02:00-05:00,LAL,False,6.5,standard,Single Stat,300,True,2024-02-28T22:10:00-05:00,Rebounds,False,Kawhi Leonard,LA,Kawhi Leonard,F,LAC,Clippers
2024-02-27T22:02:00-05:00,LAL,False,25.5,standard,Single Stat,300,True,2024-02-28T22:10:00-05:00,Points,False,Kawhi Leonard,LA,Kawhi Leonard,F,LAC,Clippers
2024-02-27T22:22:00-05:00,LAL,False,1.5,standard,Single Stat,300,True,2024-02-28T22:10:00-05:00,Steals,False,Kawhi Leonard,LA,Kawhi Leonard,F,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,29.5,standard,Single Stat,300,True,2024-02-28T22:10:00-05:00,Pts+Asts,False,Kawhi Leonard,LA,Kawhi Leonard,F,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,10.5,standard,Single Stat,300,True,2024-02-28T22:10:00-05:00,Rebs+Asts,False,Kawhi Leonard,LA,Kawhi Leonard,F,LAC,Clippers
2024-02-27T22:02:00-05:00,LAC,False,1.5,standard,Single Stat,301,True,2024-02-28T22:10:00-05:00,3-PT Made,False,LeBron James,Los Angeles,LeBron James,F,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,30.5,standard,Single Stat,301,True,2024-02-28T22:10:00-05:00,Pts+Rebs,False,LeBron James,Los Angeles,LeBron James,F,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,31.5,standard,Single Stat,301,True,2024-02-28T22:10:00-05:00,Pts+Asts,False,LeBron James,Los Angeles,LeBron James,F,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,38.5,standard,Single Stat,301,True,2024-02-28T22:10:00-05:00,Pts+Rebs+Asts,False,LeBron James,Los Angeles,LeBron James,F,LAL,Lakers
2024-02-27T22:02:00-05:00,LAC,False,7.5,standard,Single Stat,301,True,2024-02-28T22:10:00-05:00,Assists,False,LeBron James,Los Angeles,LeBron James,F,LAL,Lakers
2024-02-27T22:02:00-05:00,LAC,False,6.5,standard,Single Stat,301,True,2024-02-28T22:10:00-05:00,Rebounds,False,LeBron James,Los Angeles,LeBron James,F,LAL,Lakers
2024-02-27T22:02:00-05:00,LAC,False,24.5,standard,Single Stat,301,True,2024-02-28T22:10:00-05:00,Points,False,LeBron James,Los Angeles,LeBron James,F,LAL,Lakers
2024-02-27T22:22:00-05:00,LAC,False,1.5,standard,Single Stat,301,True,2024-02-28T22:10:00-05:00,Blks+Stls,False,LeBron James,Los Angeles,LeBron James,F,LAL,Lakers
2024-02-27T22:22:00-05:00,LAL,False,1.5,standard,Single Stat,302,True,2024-02-28T22:10:00-05:00,Blks+Stls,False,James Harden,LA,James Harden,G,LAC,Clippers
2024-02-27T22:02:00-05:00,LAL,False,5.5,standard,Single Stat,302,True,2024-02-28T22:10:00-05:00,Rebounds,False,James Harden,LA,James Harden,G,LAC,Clippers
2024-02-27T22:02:00-05:00,LAL,False,3.5,standard,Single Stat,302,True,2024-02-28T22:10:00-05:00,3-PT Made,False,James Harden,LA,James Harden,G,LAC,Clippers
2024-02-27T22:02:00-05:00,LAL,False,20.5,standard,Single Stat,302,True,2024-02-28T22:10:00-05:00,Points,False,James Harden,LA,James Harden,G,LAC,Clippers
2024-02-27T22:22:00-05:00,LAL,False,0.5,standard,Single Stat,302,True,2024-02-28T22:10:00-05:00,Blocked Shots,False,James Harden,LA,James Harden,G,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,29.5,standard,Single Stat,302,True,2024-02-28T22:10:00-05:00,Pts+Asts,False,James Harden,LA,James Harden,G,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,26.5,standard,Single Stat,302,True,2024-02-28T22:10:00-05:00,Pts+Rebs,False,James Harden,LA,James Harden,G,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,35.5,standard,Single Stat,302,True,2024-02-28T22:10:00-05:00,Pts+Rebs+Asts,False,James Harden,LA,James Harden,G,LAC,Clippers
2024-02-27T22:02:00-05:00,LAC,False,2.5,standard,Single Stat,303,True,2024-02-28T22:10:00-05:00,Assists,False,Anthony Davis,Los Angeles,Anthony Davis,F-C,LAL,Lakers
2024-02-27T22:22:00-05:00,LAC,False,3.5,standard,Single Stat,303,True,2024-02-28T22:10:00-05:00,Blks+Stls,False,Anthony Davis,Los Angeles,Anthony Davis,F-C,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,15.5,standard,Single Stat,303,True,2024-02-28T22:10:00-05:00,Rebs+Asts,False,Anthony Davis,Los Angeles,Anthony Davis,F-C,LAL,Lakers
2024-02-27T22:02:00-05:00,LAC,False,13.5,standard,Single Stat,303,True,2024-02-28T22:10:00-05:00,Rebounds,False,Anthony Davis,Los Angeles,Anthony Davis,F-C,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,27.5,standard,Single Stat,303,True,2024-02-28T22:10:00-05:00,Pts+Asts,False,Anthony Davis,Los Angeles,Anthony Davis,F-C,LAL,Lakers
2024-02-27T22:02:00-05:00,LAC,False,24.5,standard,Single Stat,303,True,2024-02-28T22:10:00-05:00,Points,False,Anthony Davis,Los Angeles,Anthony Davis,F-C,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,37.5,standard,Single Stat,303,True,2024-02-28T22:10:00-05:00,Pts+Rebs,False,Anthony Davis,Los Angeles,Anthony Davis,F-C,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,40.5,standard,Single Stat,303,True,2024-02-28T22:10:00-05:00,Pts+Rebs+Asts,False,Anthony Davis,Los Angeles,Anthony Davis,F-C,LAL,Lakers
2024-02-27T22:29:00-05:00,LAL,False,20.5,standard,Single Stat,304,True,2024-02-28T22:10:00-05:00,Pts+Asts,False,Norman Powell,LA,Norman Powell,G,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,23.5,standard,Single Stat,304,True,2024-02-28T22:10:00-05:00,Pts+Rebs+Asts,False,Norman Powell,LA,Norman Powell,G,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,22.5,standard,Single Stat,304,True,2024-02-28T22:10:00-05:00,Pts+Rebs,False,Norman Powell,LA,Norman Powell,G,LAC,Clippers
2024-02-27T22:02:00-05:00,LAL,False,18.5,standard,Single Stat,304,True,2024-02-28T22:10:00-05:00,Points,False,Norman Powell,LA,Norman Powell,G,LAC,Clippers
2024-02-27T22:29:00-05:00,LAC,False,20.5,standard,Single Stat,305,True,2024-02-28T22:10:00-05:00,Pts+Rebs,False,D'Angelo Russell,Los Angeles,D'Angelo Russell,G,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,22.5,standard,Single Stat,305,True,2024-02-28T22:10:00-05:00,Pts+Asts,False,D'Angelo Russell,Los Angeles,D'Angelo Russell,G,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,8.5,standard,Single Stat,305,True,2024-02-28T22:10:00-05:00,Rebs+Asts,False,D'Angelo Russell,Los Angeles,D'Angelo Russell,G,LAL,Lakers
2024-02-27T22:02:00-05:00,LAC,False,17.5,standard,Single Stat,305,True,2024-02-28T22:10:00-05:00,Points,False,D'Angelo Russell,Los Angeles,D'Angelo Russell,G,LAL,Lakers
2024-02-27T22:02:00-05:00,LAC,False,2.5,standard,Single Stat,305,True,2024-02-28T22:10:00-05:00,3-PT Made,False,D'Angelo Russell,Los Angeles,D'Angelo Russell,G,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,25.5,standard,Single Stat,305,True,2024-02-28T22:10:00-05:00,Pts+Rebs+Asts,False,D'Angelo Russell,Los Angeles,D'Angelo Russell,G,LAL,Lakers
2024-02-27T22:02:00-05:00,LAC,False,5.5,standard,Single Stat,305,True,2024-02-28T22:10:00-05:00,Assists,False,D'Angelo Russell,Los Angeles,D'Angelo Russell,G,LAL,Lakers
2024-02-27T22:29:00-05:00,LAL,False,13.5,standard,Single Stat,306,True,2024-02-28T22:10:00-05:00,Pts+Asts,False,Ivica Zubac,LA,Ivica Zubac,C,LAC,Clippers
2024-02-27T22:02:00-05:00,LAL,False,9.5,standard,Single Stat,306,True,2024-02-28T22:10:00-05:00,Rebounds,False,Ivica Zubac,LA,Ivica Zubac,C,LAC,Clippers
2024-02-27T22:02:00-05:00,LAL,False,12.5,standard,Single Stat,306,True,2024-02-28T22:10:00-05:00,Points,False,Ivica Zubac,LA,Ivica Zubac,C,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,11.5,standard,Single Stat,306,True,2024-02-28T22:10:00-05:00,Rebs+Asts,False,Ivica Zubac,LA,Ivica Zubac,C,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,22.5,standard,Single Stat,306,True,2024-02-28T22:10:00-05:00,Pts+Rebs,False,Ivica Zubac,LA,Ivica Zubac,C,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,23.5,standard,Single Stat,306,True,2024-02-28T22:10:00-05:00,Pts+Rebs+Asts,False,Ivica Zubac,LA,Ivica Zubac,C,LAC,Clippers
2024-02-27T22:02:00-05:00,LAC,False,14.5,standard,Single Stat,307,True,2024-02-28T22:10:00-05:00,Points,False,Austin Reaves,Los Angeles,Austin Reaves,G,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,23.5,standard,Single Stat,307,True,2024-02-28T22:10:00-05:00,Pts+Rebs+Asts,False,Austin Reaves,Los Angeles,Austin Reaves,G,LAL,Lakers
2024-02-27T22:02:00-05:00,LAC,False,1.5,standard,Single Stat,307,True,2024-02-28T22:10:00-05:00,3-PT Made,False,Austin Reaves,Los Angeles,Austin Reaves,G,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,19.5,standard,Single Stat,307,True,2024-02-28T22:10:00-05:00,Pts+Asts,False,Austin Reaves,Los Angeles,Austin Reaves,G,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,8.5,standard,Single Stat,307,True,2024-02-28T22:10:00-05:00,Rebs+Asts,False,Austin Reaves,Los Angeles,Austin Reaves,G,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,17.5,standard,Single Stat,307,True,2024-02-28T22:10:00-05:00,Pts+Rebs,False,Austin Reaves,Los Angeles,Austin Reaves,G,LAL,Lakers
2024-02-27T22:29:00-05:00,LAL,False,15.5,standard,Single Stat,308,True,2024-02-28T22:10:00-05:00,Pts+Rebs,False,Terance Mann,LA,Terance Mann,G-F,LAC,Clippers
2024-02-27T22:22:00-05:00,LAL,False,0.5,standard,Single Stat,308,True,2024-02-28T22:10:00-05:00,Blks+Stls,False,Terance Mann,LA,Terance Mann,G-F,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,17.5,standard,Single Stat,308,True,2024-02-28T22:10:00-05:00,Pts+Rebs+Asts,False,Terance Mann,LA,Terance Mann,G-F,LAC,Clippers
2024-02-27T22:29:00-05:00,LAL,False,13.5,standard,Single Stat,308,True,2024-02-28T22:10:00-05:00,Pts+Asts,False,Terance Mann,LA,Terance Mann,G-F,LAC,Clippers
2024-02-27T22:02:00-05:00,LAL,False,11.5,standard,Single Stat,308,True,2024-02-28T22:10:00-05:00,Points,False,Terance Mann,LA,Terance Mann,G-F,LAC,Clippers
2024-02-27T22:29:00-05:00,LAC,False,12.5,standard,Single Stat,309,True,2024-02-28T22:10:00-05:00,Pts+Asts,False,Rui Hachimura,Los Angeles,Rui Hachimura,F,LAL,Lakers
2024-02-27T22:22:00-05:00,LAC,False,0.5,standard,Single Stat,309,True,2024-02-28T22:10:00-05:00,Blocked Shots,False,Rui Hachimura,Los Angeles,Rui Hachimura,F,LAL,Lakers
2024-02-27T22:02:00-05:00,LAC,False,11.5,standard,Single Stat,309,True,2024-02-28T22:10:00-05:00,Points,False,Rui Hachimura,Los Angeles,Rui Hachimura,F,LAL,Lakers
2024-02-27T22:22:00-05:00,LAC,False,1.5,standard,Single Stat,309,True,2024-02-28T22:10:00-05:00,Blks+Stls,False,Rui Hachimura,Los Angeles,Rui Hachimura,F,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,15.5,standard,Single Stat,309,True,2024-02-28T22:10:00-05:00,Pts+Rebs,False,Rui Hachimura,Los Angeles,Rui Hachimura,F,LAL,Lakers
2024-02-27T22:29:00-05:00,LAC,False,16.5,standard,Single Stat,309,True,2024-02-28T22:10:00-05:00,Pts+Rebs+Asts,False,Rui Hachimura,Los Angeles,Rui Hachimura,F,LAL,Lakers
2024-02-27T22:22:00-05:00,LAC,False,0.5,standard,Single Stat,309,True,2024-02-28T22:10:00-05:00,Turnovers,False,Rui Hachimura,Los Angeles,Rui Hachimura,F,LAL,Lakers
